Harga_Asli,kecamatan,bedroom,bathrooms,jumlah_guest_toilet,lantai,area_digunakan,luas_tanah,latitude,longitude,dist_SD,dist_SMP,dist_SMA_SMK,dist_Universitas,dist_Fasilitas_Kesehatan,dist_Mall,dist_Supermarket,dist_Minimarket,dist_Stasiun,dist_Terminal,dist_Bandara,dist_Halte,dist_Entry_Exit_Tol,road_score,has_exit_tol,AC,Air,Alarm,Balkon,Berperabot lengkap,Dapur lengkap,Dapur terpadu,Deck,Fully fenced,Garasi,Gas alam,Halaman,Halaman terbuka,Internet,Jacuzzi,Jaringan internet,Kabel video,Kitchen set,Lemari pakaian bawaan,Listrik,Pagar penuh,Pemanas ruangan,Pemanasan,Pemandangan panorama,Pendingin ruangan (AC),Perapian,Ruang kantor,Ruang layanan,Rubanah,Sebagian perabotan,Setengah terpisah,Sistem Alarm,TV kabel,Tangki air,Tanpa perabotan,Teras,Wifi,Akses bagi penyandang disabilitas,Angkat,Area anak-anak,BBQ Area,Cctv,Gym,Keamanan,Keamanan 24 jam,Kolam renang,Lapangan tenis,Panggang,Pramutamu,Pustaka,Rumah jaga,Sauna,Spa,Spa dan Sauna,Taman,Taman atap,Taman bermain anak,Tidak Ada
39,Sedati,2,1,1,1,32,72,-7.3717382,112.7637336,1.055519877,2.530923798,2.379729331,5.851397801,0.925778456,4.842332909,1.457960423,0.343812911,5.271921531,2.616759892,1.74408927,5.39617651,7.514619113,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
100,Waru,6,3,0,3,91,91,-7.3608225,112.7293455,1.758553953,1.175907912,1.473843171,2.230918356,2.079837783,1.52168898,1.57457391,1.995747507,0.927670534,1.741830855,5.190513238,2.587776243,81.19501354,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,Sidoarjo,2,1,0,1,29,78,-7.44225619,112.6984067,2.872806106,1.079428011,1.166460169,1.700217811,1.314360219,2.516225364,1.34328097,24.52768255,3.870448011,4.870721612,13.191245,2.827581042,26.14131384,3,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
58.5,Wonoayu,2,1,1,1,60,72,-7.44424093,112.6472858,4.191119924,3.983707355,2.656864548,7.991461161,5.140534942,7.028307675,5.406946108,3.928980633,2.778724672,8.436137355,18.6866058,2.778724672,27.78900352,5,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
197,Waru,6,4,0,2,154,94,-7.3648088,112.7702037,2.154014975,2.501148467,2.419929744,5.048522742,2.111954172,5.49100284,1.428185092,1.698838456,6.05715824,3.971785437,3.971785437,6.05715824,5.781722699,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.9,Buduran,1,1,0,1,36,60,-7.4507164,112.7926759,20.79916938,15.43536556,15.04616861,18.27246042,17.12112406,17.20282862,16.33025157,15.43240183,18.4989925,18.37395065,18.37395065,18.01847401,18.79544842,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Tulangan,2,1,1,1,60,75,-7.4618085,112.6571111,5.184945201,4.468626007,3.628076402,7.849980262,4.159621898,6.896644676,4.585314066,1.729689706,2.916648685,7.614505313,19.44624888,3.069223107,17.99900496,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,Sidoarjo,2,1,0,1,36,72,-7.4428037,112.6936111,1.15578074,0.590002878,1.547890777,2.435341708,1.15578074,1.472188222,2.078404867,25.38329907,4.605571908,5.357969857,14.75149452,3.562704939,27.37950372,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59.5,Sukodono,2,1,1,1,32,72,-7.408064,112.6943559,1.389154201,2.538243089,3.008517048,5.130514347,3.239714028,5.936832632,1.428024017,1.49751217,6.007195849,9.49202783,10.6369205,6.007195849,22.54943847,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
69.1,Sukodono,2,2,2,2,72,32,-7.3914287,112.6988252,0.544382914,2.336779426,5.736192914,6.735769305,2.73238693,6.101791828,2.18121947,1.850357359,5.118060089,6.280646136,9.747784742,5.118060089,20.40781216,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
170,Waru,4,2,0,1,150,180,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Taman,2,1,1,1,120,130,-7.3758656,112.6435652,2.17718511,6.242463161,6.393359957,6.457340058,5.306928159,9.687721964,8.065235653,2.253344009,4.219875341,9.113363054,15.1740871,4.219875341,81.19501354,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
75,Taman,2,1,0,1,90,150,-7.3640361,112.7108056,1.273858693,1.899123311,3.76049398,4.704018461,1.4106868,2.930267799,3.196770704,1.23880523,4.401172007,2.890730087,7.248036307,4.099178596,23.48292794,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,Sedati,2,1,1,1,59,72,-7.4109236,112.7719291,3.963774317,6.609053618,2.815180463,4.094771928,4.492072268,8.988351089,6.281230233,4.018141845,7.090653512,5.033480554,5.033480554,7.090653512,10.85456717,3,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
87.5,Waru,3,2,0,2,120,240,-7.3434451,112.7685874,1.377339183,1.996591986,2.17011146,3.59382091,1.441414916,6.581760473,0.384944975,1.627990143,5.10282317,5.914417178,5.793978306,5.083964019,5.10118704,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52.5,Sidoarjo,2,1,0,1,84,84,-7.44427949,112.676829,1.546836703,0.996448963,1.600937635,4.397762921,1.546836703,3.434609435,3.388951062,2.35367735,5.575436888,6.418142309,15.80814038,5.72801131,18.67850313,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,Buduran,2,1,1,1,85,126,-7.4218622,112.7532509,2.29874949,3.755791596,4.222223789,4.335149731,4.852358319,6.827029085,5.495618789,2.372902447,6.41719289,7.361131508,6.591456148,6.41719289,9.28097884,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
77.5,Waru,3,1,1,1,105,105,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Sedati,2,1,0,1,110,156,-7.38084109,112.7554345,0.721373537,3.797469731,3.891007229,5.732425142,2.167712661,4.207096583,2.839191861,0.925796028,3.671200909,2.497787233,0.421705458,3.795455888,5.552460717,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,Waru,2,3,0,1,72,72,-7.3517813,112.7846068,3.655698466,4.153966852,4.333047014,2.145324082,1.337944385,8.962938975,1.481955455,0.333828139,7.489622164,5.530774531,4.345481477,7.470763013,1.145830679,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56.4,Jabon,2,1,1,1,43,75,-7.5480009,112.7312447,10.48270843,9.169476027,13.91790693,5.044478331,4.971086829,15.2180795,5.484787632,4.96807068,5.024964838,13.34500095,26.00498126,5.024964838,81.19501354,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
48.1,Krembung,2,1,0,1,650,366,-7.5268,112.6637,7.897964305,5.746944314,11.59598382,5.080471132,2.908489209,13.86411006,4.327001334,3.249704829,5.271918747,11.80931862,25.55894965,5.224403821,21.66326364,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119,Gedangan,4,3,0,2,110,72,-7.3885665,112.7323259,0.293057018,1.308594815,0.5520178,5.005422535,0.884893335,3.298831435,0.996987213,0.818791308,0.532064133,5.621226095,4.300310279,1.125763389,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58.5,Taman,2,1,1,1,36,72,-7.37612026,112.6337138,0.491567423,5.608931901,8.050118524,8.114098624,6.257446188,11.34448053,9.673374932,0.653010855,2.274889274,7.168376986,16.83084567,2.274889274,81.19501354,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
58.5,Gedangan,2,1,1,1,36,72,-7.3943502,112.7474056,1.918342154,3.007294409,2.477588906,6.414238918,4.251035443,6.328704078,3.200165583,2.606503015,3.561936776,5.920327969,4.86366112,3.561936776,10.25317262,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
62.5,Sidoarjo,2,1,0,1,90,174,-7.4540491,112.7066448,1.329265792,1.199338443,1.227777695,0.816918377,1.117265542,1.37170299,1.000657349,2.333336452,2.185836562,3.394768865,13.33977515,0.959526932,1.632499152,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,Waru,4,3,1,1,90,90,-7.3645565,112.73553,2.052591345,1.152120693,1.247421178,2.635329208,1.901440594,1.343291791,1.396176722,0.287458602,2.851526131,3.665686452,4.108416305,3.164121645,81.19501354,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47.652,Jabon,2,1,1,1,40,100,-7.5480009,112.7312447,10.48270843,9.169476027,13.91790693,5.044478331,4.971086829,15.2180795,5.484787632,4.96807068,5.024964838,13.34500095,26.00498126,5.024964838,81.19501354,4,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
160,Sidoarjo,4,4,0,2,65,96,-7.4479358,112.6956393,1.39760749,0.786845314,1.744733213,2.011037974,1.347303533,1.047884488,1.654101133,2.639334953,4.181268174,5.179978039,14.32719078,3.138401205,18.02499903,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48.5,Krian,2,1,1,1,40,60,-7.40299,112.5873906,5.680902608,1.908363811,1.678408623,13.40987172,1.932856415,14.67713014,13.78695269,0.734168206,1.111573591,1.159527555,22.12661877,1.066151869,27.44098755,4,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
86,Waru,4,2,2,1,120,104,-7.3668153,112.7658126,1.905475328,2.25260882,2.119636345,5.228072405,1.76932612,4.979524959,1.179645445,1.187360575,5.756864842,3.460307556,2.230148059,5.756864842,7.236304135,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96.9,Candi,3,2,0,2,75,75,-7.4578412,112.6839275,2.517696166,1.801376972,1.957649001,4.228586127,0.646990461,3.512824781,1.080636207,1.179785889,4.43748689,4.101873876,16.77899984,4.781153484,16.49657367,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
48.8,Prambon,2,1,0,1,240,240,-7.4457506,112.5707595,7.512014843,4.41347128,4.167224303,17.94663175,4.087033105,16.98347827,15.3621167,4.647398506,2.683336435,4.552517386,27.50818548,2.34518898,32.82255427,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40.71,Buduran,2,1,1,32,36,72,-7.42312285,112.7083108,3.06734603,1.579570538,2.324225893,3.007720071,2.619649199,2.924748675,2.229322955,2.229322955,6.091462485,6.589493701,11.1021929,4.785366794,23.98214457,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
47.5,Sidoarjo,2,1,1,1,36,90,-7.4578331,112.7278553,1.390739392,0.733273219,0.84709606,2.190805415,0.771355206,2.593390432,1.295063783,0.752379992,2.31865985,2.522708589,13.33265586,2.410060823,4.422371014,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
45,Sidoarjo,5,5,0,1,90,94,-7.4582209,112.712551,2.116344499,1.018907927,2.248987301,3.083329004,3.306209714,1.092983291,1.898406521,2.79162224,3.035062334,3.415232178,12.96953577,3.107904354,2.540927368,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,Waru,4,3,0,1,140,78,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,Gedangan,3,2,0,2,116,116,-7.391717,112.7306136,0.811598983,1.229690775,1.376210914,4.585753045,1.403435301,3.8173734,0.570550072,1.337333273,1.050606099,6.139768061,4.818852244,1.050606099,81.19501354,3,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59,Buduran,2,1,0,1,36,73,-7.4092906,112.760245,2.706163788,5.351443089,1.557569934,4.783861745,3.234461739,7.73074056,5.023619704,2.506121462,5.833042983,4.885351973,4.115676612,5.833042983,12.38062973,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,Sukodono,3,1,1,1,90,45,-7.394061,112.6738809,0.841154993,2.876635709,3.908649488,5.892745572,0.28135024,8.302342463,3.92263492,1.354024066,6.782730801,8.26127735,11.8866952,6.612823097,19.89886834,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63.2,Tulangan,3,3,3,1,80,98,-7.44399425,112.6308613,5.774254304,5.471558968,5.046214598,10.38081121,8.086110243,9.417657725,7.796296158,5.353134604,4.122506299,7.602341615,20.93857703,4.122506299,30.04097475,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
80.5,Waru,3,1,0,1,55,55,-7.355774,112.8064202,6.877035078,7.445024655,7.661481958,2.149689027,4.579793849,12.21040893,6.333621454,4.542616015,10.73147163,7.016463589,0.431332012,10.71261248,4.576289252,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
19.9,Tulangan,2,1,0,1,195,178,-7.4726134,112.6675398,3.788485157,4.410160492,3.569610887,7.48807905,3.967491241,6.838179161,3.886930266,1.67122419,3.414253244,6.978146743,19.38778336,3.441593893,14.73138427,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,Sidoarjo,4,3,0,2,60,181,-7.4472664,112.6959507,1.43520771,0.824445535,1.782333433,2.048638194,1.384903754,1.085484708,1.691701353,2.676935174,4.218868394,5.217578259,14.36479101,3.176001425,18.06259925,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.135,Tarik,2,1,1,1,42,80,-7.4590581,112.516509,10.66153239,10.64592625,11.54043257,24.82677729,7.654820329,23.8636238,21.9619305,6.184410664,0.202790864,11.65580097,34.55501906,0.202790864,31.62687212,4,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
49.8,Sidoarjo,2,1,1,1,60,90,-7.412324,112.5378369,14.10777388,4.521358592,5.739249833,19.67989096,5.993697625,20.98096278,19.67509937,0.176468657,4.24756786,5.531233316,28.39663801,4.535996651,33.7110068,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Tulangan,2,1,1,1,150,220,-7.45723754,112.6481723,5.140883848,5.353069941,3.177758015,8.734424196,5.044065832,7.78108861,5.411057492,2.61413364,1.114150778,8.498949247,19.63636972,1.114150778,18.11699552,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,Gedangan,2,2,2,2,200,195,-7.3941638,112.7472474,1.957249922,3.046202176,2.516496674,6.453146686,4.28994321,6.367611845,3.239073351,2.645410783,3.600844544,5.959235737,4.902568887,3.600844544,10.29208039,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,Buduran,2,2,2,1,36,57,-7.436595,112.694927,2.305282635,1.091080798,3.925477366,3.50384699,4.093047567,2.540693504,3.146910149,25.70403532,5.67407719,6.67435079,15.58889553,4.631210221,27.31766661,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,Waru,3,2,2,2,36,72,-7.35128,112.8135304,7.119939325,7.687928902,7.904386206,2.392593274,4.822698096,12.45331318,6.576525701,4.785520262,10.97437587,8.053375419,1.468243843,10.95551672,4.819193499,3,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
80,Sedati,2,1,0,1,40,72,-7.3953232,112.8100897,1.045182821,9.384543563,6.54044147,3.275766053,6.202499799,10.90404521,8.722664264,4.105525855,10.19718329,3.952289011,4.052595869,10.36329685,8.914874036,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
80,Tanggulangin,3,2,2,2,195,195,-7.50666165,112.719052,3.024005443,3.963734202,6.838500979,2.964184135,5.763625915,7.759376513,5.412048154,2.921340261,1.363007552,5.88629796,18.92557531,1.276494931,17.05720871,3,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
89,Gedangan,3,1,0,1,150,150,-7.3970813,112.7469881,1.393572052,2.765523232,2.235817729,5.890542444,3.233179537,6.086932901,2.812403687,2.081732913,3.320165599,5.395557867,4.338891018,3.320165599,9.728402521,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
65.202,Prambon,2,1,0,1,250,150,-7.4357388,112.575371,8.702737106,3.308652544,2.989176227,17.86539541,2.906490808,16.90224192,15.28088035,3.54257977,3.976143158,3.387036392,26.40336674,3.637995704,31.71773553,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.801,Krembung,2,1,1,1,40,90,-7.50875445,112.6226665,4.047952021,10.3908873,11.02631388,10.24330053,8.071318606,14.29488216,9.489830732,9.127927188,7.255431005,14.43484974,26.84448636,7.255431005,21.43141143,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
70,Sidoarjo,2,1,0,1,36,72,-7.4520511,112.6849812,1.968899937,1.252580743,1.408852771,4.643752898,2.150138893,3.680599412,2.575831061,2.682934321,5.582990241,5.605022309,16.23020361,5.482767562,17.86538313,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Sidoarjo,3,1,0,1,91,91,-7.4514112,112.6871692,1.270364248,0.96985293,0.78484038,3.353317941,1.434039518,2.390164455,1.867685264,1.865145923,4.155329173,4.770289526,15.66947075,4.055106494,17.3716036,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
