name,amenity,latitude,longitude,category_group,brand,tourism,highway,railway,public_transport,shop,leisure,sport,aeroway,barrier,kategori_spesifik
SD Negeri Sidodadi 1,school,-7.3825261,112.6469591,sekolah,,,,,,,,,,,SD
SDN Kragan,school,-7.4092182,112.7449026,sekolah,,,,,,,,,,,SD
SDN Sumorame 1,school,-7.4929302,112.7050033,sekolah,,,,,,,,,,,SD
SDN Karang Tanjung,school,-7.4885226,112.6943612,sekolah,,,,,,,,,,,SD
SMPN 5 Sidoarjo,school,-7.4477979,112.7215238,sekolah,,,,,,,,,,,SMP
Poltekkes Surabaaya,school,-7.4493683,112.7059237,sekolah,,,,,,,,,,,Universitas
SMPN 3 Sidoarjo,school,-7.4571094,112.7231024,sekolah,,,,,,,,,,,SMP
SDN Gedangan,school,-7.3884647,112.7308089,sekolah,,,,,,,,,,,SD
SMP Darma Wanita I,school,-7.3907258,112.7276416,sekolah,,,,,,,,,,,SMA/SMK
SDN Kebonsikep I,school,-7.3900123,112.7263739,sekolah,,,,,,,,,,,SD
SDN Masangan Wetan,school,-7.3924623,112.6960831,sekolah,,,,,,,,,,,SD
SDN Sukodono 1,school,-7.4014181,112.6726926,sekolah,,,,,,,,,,,SD
SDN Pekarungan,school,-7.405162,112.6705773,sekolah,,,,,,,,,,,SD
SMP Negeri 1 Sukodono,school,-7.4148243,112.6798838,sekolah,,,,,,,,,,,SMP
SDN Klagen,school,-7.4194823,112.6621393,sekolah,,,,,,,,,,,SD
SDN Kebonagung II,school,-7.421126,112.6731017,sekolah,,,,,,,,,,,SD
SMP / SMA Insan Cendekia Mandiri,school,-7.4303204,112.6815464,sekolah,,,,,,,,,,,SMA/SMK
SDN Cemengkalang,school,-7.4420813,112.686283,sekolah,,,,,,,,,,,SD
SMPK Untung Suropati,school,-7.4471306,112.7097538,sekolah,,,,,,,,,,,SMP
SMP / MA / SMK Walisongo,school,-7.4574532,112.7233785,sekolah,,,,,,,,,,,SMA/SMK
Sekolah Anak Bangsa Indonesia,kindergarten,-7.4507466,112.7170531,sekolah,,,,,,,,,,,TK
SDN Bulang,school,-7.489373,112.596994,sekolah,,,,,,,,,,,SD
SMK YPM 1 Taman,school,-7.3500569,112.6903265,sekolah,,,,,,,,,,,SMA/SMK
SMP YPM 1 Taman ( Area 1 ),school,-7.3491934,112.6887371,sekolah,,,,,,,,,,,SMP
SMK YPM 2 Taman,school,-7.3506975,112.6903947,sekolah,,,,,,,,,,,SMA/SMK
SMA Wachid Hasyim 2 YPM,school,-7.3498706,112.6907723,sekolah,,,,,,,,,,,SMA/SMK
SD Kristen Petra 13,school,-7.3405051,112.7762123,sekolah,,,,,,,,,,,SD
PAUD TK BUNDA,kindergarten,-7.3435666,112.7790645,sekolah,,,,,,,,,,,TK
SMP Negeri 2 Gedangan,school,-7.4029492,112.7011884,sekolah,,,,,,,,,,,SMP
Kampus Utama Politeknik Kelautan dan Perikanan Sidoarjo,university,-7.3975874,112.7898868,sekolah,,,,,,,,,,,Universitas
SMP YPM 1 Taman ( Area 2 ),school,-7.3491021,112.6881973,sekolah,,,,,,,,,,,SMP
SMK YPM 3 Taman,school,-7.3505378,112.6902607,sekolah,,,,,,,,,,,SMA/SMK
Perpustakaan YPM,school,-7.3501113,112.6906611,sekolah,,,,,,,,,,,Lainnya
SMA Wachid Hasyim 2 YPM,school,-7.350537,112.6907577,sekolah,,,,,,,,,,,SMA/SMK
Graha YPM,school,-7.3499491,112.6911976,sekolah,,,,,,,,,,,Lainnya
SMP Negeri 2 Buduran,school,-7.4239526,112.6971086,sekolah,,,,,,,,,,,SMP
SMA Muhammadiyah 1 Taman Sidoarjo,school,-7.3472442,112.7019418,sekolah,,,,,,,,,,,SMA/SMK
SMPN 1 Taman,school,-7.3469179,112.7041225,sekolah,,,,,,,,,,,SMP
SD Muhammadiyah 2 Sidoarjo,school,-7.4569012,112.7156954,sekolah,,,,,,,,,,,SD
SMP Negeri 1 Candi,school,-7.4692792,112.7170846,sekolah,,,,,,,,,,,SMP
SMP Muhammadiyah 2 Taman,school,-7.3442066,112.6965397,sekolah,,,,,,,,,,,SMP
SD Katolik Untung Suropati Sidoarjo II Yayasan Yohanes Gabriel Sidoarjo,school,-7.44722,112.7096911,sekolah,,,,,,,,,,,SD
SMA Hang Tuah 2 Sidoarjo,school,-7.3683883,112.7295814,sekolah,,,,,,,,,,,SMA/SMK
TK Katolik Santo Yusup Yayasan Yohanes Gabriel Santo Yusup Sidoarjo,kindergarten,-7.3550415,112.7558188,sekolah,,,,,,,,,,,TK
SD Katolik Santo Yusup Yayasan Yohanes Gabriel Santo Yusup Sidoarjo,school,-7.3549893,112.7558267,sekolah,,,,,,,,,,,SD
Lembaga Pendidikan Islam Zainuddin Waru,school,-7.3524145,112.7576767,sekolah,,,,,,,,,,,Lainnya
SD Al Falah Darussalam Tropodo,school,-7.3553832,112.7619278,sekolah,,,,,,,,,,,SD
SMP PGRI 9 Sidoarjo,school,-7.4464831,112.6914921,sekolah,,,,,,,,,,,SMP
SMK Senopati,school,-7.3955981,112.7627095,sekolah,,,,,,,,,,,SMA/SMK
SMK YPM 8 Sidoarjo,school,-7.4233177,112.6812763,sekolah,,,,,,,,,,,SMA/SMK
Pusdik Sabhara,university,-7.542491,112.6976055,sekolah,,,,,,,,,,,Universitas
SDN Bligo,school,-7.475104,112.7219621,sekolah,,,,,,,,,,,SD
MI Roudlotul Huda,school,-7.4745062,112.7319628,sekolah,,,,,,,,,,,SD
SDIT Insan Kamil,school,-7.4698024,112.7244495,sekolah,,,,,,,,,,,SD
SMPIT Insan Kamil Sidoarjo,school,-7.4696763,112.7242346,sekolah,,,,,,,,,,,SMP
TKIT INSAN KAMIL,school,-7.4693459,112.7246501,sekolah,,,,,,,,,,,Lainnya
SMK TELKOM SIDOARJO,school,-7.4665361,112.7247999,sekolah,,,,,,,,,,,SMA/SMK
SDN Sekardangan,school,-7.4644393,112.7248408,sekolah,,,,,,,,,,,SD
SDN Gebang 1,school,-7.4689582,112.7306068,sekolah,,,,,,,,,,,SD
SD Islam Wahid Hasyim,school,-7.4640747,112.7218193,sekolah,,,,,,,,,,,SD
SMA Negeri 3 Sidoarjo,school,-7.4624088,112.7223622,sekolah,,,,,,,,,,,SMA/SMK
SMP PGRI 16 Sidoarjo,school,-7.4565719,112.7222936,sekolah,,,,,,,,,,,SMP
SMP Negeri 6 Sidoarjo,school,-7.4515743,112.7363552,sekolah,,,,,,,,,,,SMP
SMA Antartika Sidoarjo,school,-7.4318871,112.7266967,sekolah,,,,,,,,,,,SMA/SMK
SMK Antartika 1 Sidoarjo,school,-7.43331,112.7310071,sekolah,,,,,,,,,,,SMA/SMK
SDN Klurak,school,-7.4814802,112.7295988,sekolah,,,,,,,,,,,SD
SD Negeri Candi,school,-7.4790361,112.7157772,sekolah,,,,,,,,,,,SD
SD Muhammadiyah 1 Sedati,school,-7.3781865,112.7594689,sekolah,,,,,,,,,,,SD
SMA Negeri 1 Sidoarjo,school,-7.435365037538306,112.72209235516027,sekolah,,,,,,,,,,,SMA/SMK
SMP Negeri 1 Sidoarjo,school,-7.4428515633972285,112.70621093271795,sekolah,,,,,,,,,,,SMP
Sekolah Anak Bangsa Indonesia,kindergarten,-7.450817182757442,112.71703367760556,sekolah,,,,,,,,,,,TK
SMA Muhammadiyah 2 Sidoarjo,school,-7.465907040374904,112.71765682935445,sekolah,,,,,,,,,,,SMA/SMK
Universitas Muhammadiyah Sidoarjo,university,-7.467031662952779,112.71716848456205,sekolah,,,,,,,,,,,Universitas
SMA Negeri 2 Sidoarjo,school,-7.461515731363353,112.70389142692954,sekolah,,,,,,,,,,,SMA/SMK
SMPN 2 Wonoayu,school,-7.413492178785758,112.64229308862323,sekolah,,,,,,,,,,,SMP
SDN Becirongengor,school,-7.414155823296346,112.64271140437364,sekolah,,,,,,,,,,,SD
TK Bisma,kindergarten,-7.340743711649404,112.74310008541264,sekolah,,,,,,,,,,,TK
SMP Negeri 1 Gedangan,school,-7.398801493163769,112.7341253787815,sekolah,,,,,,,,,,,SMP
"SD, SMP, SMA Pembangunan Jaya 2",school,-7.3922701318959225,112.73505756972084,sekolah,,,,,,,,,,,SMA/SMK
SDIT El Haq,school,-7.4135930994760715,112.74119410528488,sekolah,,,,,,,,,,,SD
Pondok Pesantren Al Fatah,school,-7.412660236363857,112.73951955325664,sekolah,,,,,,,,,,,Lainnya
SDN Tebel,school,-7.4076252301147,112.72619004724723,sekolah,,,,,,,,,,,SD
SMKN 1 Buduran,school,-7.434241751463881,112.72204250202759,sekolah,,,,,,,,,,,SMA/SMK
SMKN 3 Buduran,school,-7.433999979418291,112.723342040615,sekolah,,,,,,,,,,,SMA/SMK
SMKN 2 Buduran,school,-7.436809451146895,112.72292191522313,sekolah,,,,,,,,,,,SMA/SMK
SDN Banjarsari,school,-7.411799687343977,112.74273713631298,sekolah,,,,,,,,,,,SD
SDN Gemurung,school,-7.405454518701672,112.74684317336624,sekolah,,,,,,,,,,,SD
SDN 1 Punggul,school,-7.399347204761906,112.73166629650794,sekolah,,,,,,,,,,,SD
MAN Sidoarjo,school,-7.437161242774404,112.72353584439225,sekolah,,,,,,,,,,,Lainnya
SDN Sedati Agung,school,-7.3839002519658745,112.76202996525093,sekolah,,,,,,,,,,,SD
SMPN 1 Tanggulangin,school,-7.509119427376245,112.6968363648361,sekolah,,,,,,,,,,,SMP
SMP - SMA Progresif Bumi Sholawat,school,-7.45098039320733,112.66425164159583,sekolah,,,,,,,,,,,SMA/SMK
SMPN 1 Buduran,school,-7.4212566874666726,112.72676556686761,sekolah,,,,,,,,,,,SMP
MINU Pucang,school,-7.443073866707376,112.72011259583675,sekolah,,,,,,,,,,,Lainnya
SMKN 1 Sidoarjo,school,-7.4519868817329,112.72366369135064,sekolah,,,,,,,,,,,SMA/SMK
SMPN 4 Sidoarjo,school,-7.446287499678899,112.68320532750384,sekolah,,,,,,,,,,,SMP
SMAN 4 Sidoarjo,school,-7.44698295,112.68520124999999,sekolah,,,,,,,,,,,SMA/SMK
Universitas PGRI Delta,university,-7.435537316012145,112.72846580275022,sekolah,,,,,,,,,,,Universitas
SDN 1 Pucang,school,-7.443809566297171,112.71895619211834,sekolah,,,,,,,,,,,SD
SDN Pucang 4,school,-7.444752347393856,112.71855545494768,sekolah,,,,,,,,,,,SD
SDN 3 Pucang,school,-7.445028727626134,112.71874241671648,sekolah,,,,,,,,,,,SD
SD Negeri Pepelegi 1,school,-7.366578293636093,112.72341185043248,sekolah,,,,,,,,,,,SD
SD Negeri Pepelegi 2,school,-7.3630595829923635,112.71934395125962,sekolah,,,,,,,,,,,SD
SDN Kebonsikep 2,school,-7.387733293424616,112.72217052347774,sekolah,,,,,,,,,,,SD
SD Raudhatul Jannah,school,-7.363231571170164,112.71893702564354,sekolah,,,,,,,,,,,SD
SMP Raudhatul Jannah,school,-7.364392893276902,112.71848913260297,sekolah,,,,,,,,,,,SMP
SDN Wage II,school,-7.369409884275655,112.70647810836591,sekolah,,,,,,,,,,,SD
SMP Negeri 1 Waru,school,-7.34901770182704,112.7536883230529,sekolah,,,,,,,,,,,SMP
TK Cita Mandiri,school,-7.421928157237804,112.59260162477811,sekolah,,,,,,,,,,,TK
SDK St Yustinus de Yacobis,school,-7.412936618819739,112.57830921639511,sekolah,,,,,,,,,,,Lainnya
SMP Negeri 1 Krian,school,-7.410599188979599,112.57365316182188,sekolah,,,,,,,,,,,SMP
SD Negeri 2 Trosobo,school,-7.378090676780911,112.63039834985915,sekolah,,,,,,,,,,,SD
TK Dharma Wanita Sumput,kindergarten,-7.434361181636726,112.6853238760419,sekolah,,,,,,,,,,,SMA/SMK
Madrasah Ibtidaiyah Nahdlatul Ulama (MINU) Sumput,school,-7.438240083693461,112.68298849759961,sekolah,,,,,,,,,,,SMA/SMK
SDN Sumput,school,-7.435041708473455,112.68521794817121,sekolah,,,,,,,,,,,SD
KOMPLEKS SEKOLAH,school,-7.462503788572171,112.64930550655919,sekolah,,,,,,,,,,,Lainnya
SLB BINA BANGSA,school,-7.348812655057004,112.69068418494821,sekolah,,,,,,,,,,,Lainnya
SMA Al-Islam Krian,school,-7.416095100000001,112.58320079999999,sekolah,,,,,,,,,,,SMA/SMK
SMA Al-Islam Krian,school,-7.415752649999999,112.58314715000002,sekolah,,,,,,,,,,,SMA/SMK
SMA Al-Islam Krian,school,-7.415868350000001,112.5831619,sekolah,,,,,,,,,,,SMA/SMK
SMA Al-Islam Krian,school,-7.4158059000000005,112.5829956,sekolah,,,,,,,,,,,SMA/SMK
SMA Al-Islam Krian,school,-7.4161237,112.58331480000001,sekolah,,,,,,,,,,,SMA/SMK
SMA Al-Islam Krian,school,-7.41586575,112.58344015,sekolah,,,,,,,,,,,SMA/SMK
SMA Al-Islam Krian,school,-7.416098449999999,112.58362389999998,sekolah,,,,,,,,,,,SMA/SMK
SMA Al-Islam Krian,school,-7.416296801394936,112.5833981721581,sekolah,,,,,,,,,,,SMA/SMK
SMA Negeri 1 Waru,school,-7.354888850000001,112.7582823,sekolah,,,,,,,,,,,SMA/SMK
SMPN 2 Waru,school,-7.353422434973057,112.75952067563087,sekolah,,,,,,,,,,,SMP
SMP Islam Sidoarjo,school,-7.451106991440094,112.71151732264049,sekolah,,,,,,,,,,,SMP
SD Cendekia Sidoarjo,school,-7.466288579487035,112.71453240391001,sekolah,,,,,,,,,,,SD
SMK Antartika 2 Sidoarjo,school,-7.433442900000001,112.72570805000001,sekolah,,,,,,,,,,,SMA/SMK
MTS Negeri 1 Sidoarjo,school,-7.440256008863396,112.72968862736325,sekolah,,,,,,,,,,,SMP
SMA Negeri Olahraga Jawa Timur,school,-7.438798009365497,112.7030484133088,sekolah,,,,,,,,,,,SMA/SMK
SDN Pucang 2 Sidoarjo,school,-7.444701049999999,112.7188032,sekolah,,,,,,,,,,,SD
Yayasan Al Muslim Wadungasri,school,-7.345697997122254,112.76946752770145,sekolah,,,,,,,,,,,Lainnya
SMP Negeri 3 Waru,school,-7.3604003155475795,112.72982253213199,sekolah,,,,,,,,,,,SMP
Universitas Maarif Hasyim Latif,university,-7.349512768346114,112.68884622546256,sekolah,,,,,,,,,,,Universitas
Yayasan Paratha Bhakti,school,-7.466613592336172,112.74460763694961,sekolah,,,,,,,,,,,Lainnya
TK Kristen Petra 13,kindergarten,-7.3413750122909835,112.7761293326559,sekolah,,,,,,,,,,,TK
SD Kristen Petra 13,school,-7.340646680273674,112.77625146205905,sekolah,,,,,,,,,,,SD
Sekolah Kristen Petra Acitya,school,-7.351361711634649,112.78921602212618,sekolah,,,,,,,,,,,TK
UMAHA University Ngelom,university,-7.349468624984572,112.68855821442197,sekolah,,,,,,,,,,,Universitas
Paud Ar-Rohmah,kindergarten,-7.439445242379422,112.70958272792953,sekolah,,,,,,,,,,,TK
SMP/SMK Sepuluh Nopember Sidoarjo,school,-7.432184249335728,112.72420492770604,sekolah,,,,,,,,,,,SMA/SMK
Universitas Sunan Giri,university,-7.348667846854747,112.73479027294681,sekolah,,,,,,,,,,,Universitas
SDN SURUH,school,-7.407412192898971,112.68329408760815,sekolah,,,,,,,,,,,SD
SDN Gisik Cemandi,school,-7.3896585106006745,112.80565715911575,sekolah,,,,,,,,,,,SD
STAI Taruna Surabaya,college,-7.346270875174439,112.79789960386341,sekolah,,,,,,,,,,,Universitas
SD Negeri Sawocangkring,school,-7.415509577385224,112.65229755741419,sekolah,,,,,,,,,,,SD
MIS Roudlotul Islamiyah,school,-7.41774710690274,112.6517214692526,sekolah,,,,,,,,,,,Lainnya
MTs HIDAYATUL MUTA`ALLIMIIN,school,-7.4192971224842355,112.65134124789168,sekolah,,,,,,,,,,,SMP
Singapore National Academy,school,-7.367801190710236,112.72538530236092,sekolah,,,,,,,,,,,Lainnya
SDN Banjarkemantren 2,school,-7.41494331297825,112.71734600414958,sekolah,,,,,,,,,,,SD
SMA Negeri Olahraga Jawa Timur,school,-7.438327868895881,112.70267329745654,sekolah,,,,,,,,,,,SMA/SMK
SMP Islam Al-Azhar 54,school,-7.429383701165052,112.69265941920783,sekolah,,,,,,,,,,,SMP
SD Muhammadiyah 4 Zamzam,school,-7.416744512756824,112.68989341354262,sekolah,,,,,,,,,,,SD
Sekolah Insan Cendekia Mandiri,school,-7.430827730898515,112.6825965460541,sekolah,,,,,,,,,,,Lainnya
MA Bilingual Muslimat NU,school,-7.431513589338016,112.72348894654971,sekolah,,,,,,,,,,,SMA/SMK
IAI Al-Khoziny,college,-7.428827199179663,112.72699171282952,sekolah,,,,,,,,,,,Universitas
Lembaga Pesantren Al-Khoziny,school,-7.428062744489783,112.72403001766223,sekolah,,,,,,,,,,,Lainnya
Lembaga Pesantren Putri Al-Khoziny,school,-7.427639612903427,112.7242232189119,sekolah,,,,,,,,,,,Lainnya
IAI Al-Khoziny,college,-7.42722868040175,112.7249036279918,sekolah,,,,,,,,,,,Universitas
Pondok Pesantren Putri Darussalam Al-Khoziny,school,-7.428607968542395,112.72475121278148,sekolah,,,,,,,,,,,Lainnya
kampus 2 umsida,university,-7.490937167686059,112.71068546470144,sekolah,,,,,,,,,,,Universitas
Kompleks Sekolah Yayasan Wachid Hasjim Sedati,school,-7.379069579158388,112.7618872921564,sekolah,,,,,,,,,,,Lainnya
Puskesmas Gedangan,hospital,-7.3870658,112.7282712,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Klinik Bds Tebel,hospital,-7.4050624,112.7267153,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
KLINIK DR. TITUT HARNANIK,hospital,-7.3877756,112.7178459,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Rumah Sakit DKT Sidoarjo,hospital,-7.4446167,112.7166296,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Puskesmas Sidoarjo,hospital,-7.4445803,112.7155906,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
RSIA Arafah Anwar Medika Sukodono,hospital,-7.3940264,112.672984,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
RS Assakinah Medika,hospital,-7.4143721,112.6745462,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Puskesmas Urangagung,hospital,-7.4419765,112.68597,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Apotek K 24,pharmacy,-7.4495838,112.7091251,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Kimia Farma,pharmacy,-7.3779569,112.7628845,kesehatan,Kimia Farma,,,,,,,,,,Fasilitas Kesehatan
Rumah Sakit Mitra Keluarga,hospital,-7.3446267,112.7754245,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Apotek Sejati Jaya,pharmacy,-7.5391122,112.6814222,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Apotek Yani,pharmacy,-7.4650701,112.7169894,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Apotek Rejeki,pharmacy,-7.4653706,112.7174125,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Puskesmas Sidodadi,hospital,-7.4603003,112.6874444,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
RS. Citra Medika,hospital,-7.4331082,112.4635899,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
RSIA Mitra Husada,hospital,-7.401129,112.7268937,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Klinik Citra Husada,clinic,-7.4380745,112.701139,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Puskesmas Waru,clinic,-7.3544931,112.7559717,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
RS. Bhayangkara Pusdik,hospital,-7.5423087,112.6986249,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Apotek Orange,pharmacy,-7.4749728,112.7229352,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Puskesmas Sekardangan,hospital,-7.4641291,112.7227569,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Rumah Sakit Umum Jasem,hospital,-7.4591997,112.7218706,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Dokter Martini Husni,clinic,-7.4803017,112.7308008,kesehatan,,,,,,,,,,,Minimarket
Rumah Sakit Umum Daerah Sidoarjo,hospital,-7.465235564842106,112.71563899084451,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Rumah Sakit Delta Surya,hospital,-7.447132873662951,112.70147578610437,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Puskesmas Sukodono,hospital,-7.412877476731782,112.6745112297146,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Almira Medika,clinic,-7.383335872381918,112.76214253080103,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Area Parkir Sakit Umum Al-Islam HM Mawardi,hospital,-7.4175068608381345,112.58376734987218,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
RS IBU DAN ANAK SOERYA,hospital,-7.35220156181858,112.69176223217397,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
RSIA Kirana,hospital,-7.349094285503566,112.69184695025683,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Klinik Medis Gelora,clinic,-7.449618617639399,112.70370942201251,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Kimia Farma,pharmacy,-7.374020810090985,112.70838466918941,kesehatan,Kimia Farma,,,,,,,,,,Fasilitas Kesehatan
RSU Prima Husada Waru,hospital,-7.352870816766635,112.76619842747854,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
RS Bunda Sidoarjo,hospital,-7.351620400000001,112.77071240000001,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Rumah Sakit Bersalin,hospital,-7.345418656690765,112.7790780411738,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Rumah Sakit Islam Siti Hajar,hospital,-7.457632736505011,112.72192333333587,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Rumah Sakit Mitra Keluarga Waru,hospital,-7.362810364350964,112.72864656016336,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Rumah Sakit Siti Khodijah Sepanjang,hospital,-7.3448476182083535,112.69886998673641,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
RS MATA FATMA,hospital,-7.352964026903208,112.69129346439038,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
KLINIK DR JAMILAH,hospital,-7.352756783636756,112.69124415402193,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Apotek K24,pharmacy,-7.37710634143101,112.70720882243008,kesehatan,,,,,,,,,,,Fasilitas Kesehatan
Waru,,-7.3526552,112.7294182,transportasi,,,,station,station,,,,,,Stasiun
Sidoarjo,,-7.4557844,112.7128405,transportasi,,,,stop,stop_position,,,,,,Halte
Buduran,,-7.4277784,112.722965,transportasi,,,,halt,,,,,,,Lainnya
Gedangan,,-7.3889859,112.7285913,transportasi,,,,station,station,,,,,,Stasiun
Boharan,,-7.3879686,112.6192723,transportasi,,,,station,station,,,,,,Stasiun
Kedinding,,-7.4376838,112.5516808,transportasi,,,,station,station,,,,,,Stasiun
Krian,,-7.4097377,112.5866604,transportasi,,,,station,station,,,,,,Stasiun
Tulangan,,-7.4655613,112.6510185,transportasi,,attraction,,station,station,,,,,,Stasiun
Terminal Krian,bus_station,-7.4113604,112.5826673,transportasi,,,,,,,,,,,Terminal
Pagerwojo,,-7.441987,112.7152792,transportasi,,,,halt,,,,,,,Lainnya
Terminal Larangan,bus_station,-7.466635,112.7124738,transportasi,,,bus_stop,,platform,,,,,,Terminal
Sidoarjo,,-7.4575864,112.7125336,transportasi,,,,stop,stop_position,,,,,,Halte
Sidoarjo,,-7.4567712,112.7126786,transportasi,,,,station,station,,,,,,Stasiun
Sidoarjo,,-7.4557794,112.7127926,transportasi,,,,stop,stop_position,,,,,,Halte
Sidoarjo,,-7.4576,112.7126273,transportasi,,,,stop,stop_position,,,,,,Halte
Sidoarjo,,-7.4557752,112.7127451,transportasi,,,,stop,stop_position,,,,,,Halte
Sawotratap,,-7.3684018,112.7292952,transportasi,,,,halt,,,,,,,Lainnya
Banjarkemantren,,-7.4116971,112.7261573,transportasi,,,,halt,,,,,,,Lainnya
Boharan,,-7.3886205,112.6179536,transportasi,,,,stop,stop_position,,,,,,Halte
Tarik,,-7.4595218,112.5187765,transportasi,,,,station,station,,,,,,Stasiun
Tanggulangin,,-7.5063765,112.708044,transportasi,,,,stop,stop_position,,,,,,Halte
Terminal Purabaya,bus_station,-7.3507901,112.724726,transportasi,,,,,station,,,,,,Terminal
Kedinding,,-7.436649,112.5529812,transportasi,,,,stop,stop_position,,,,,,Halte
Krian,,-7.4105513,112.5855211,transportasi,,,,stop,stop_position,,,,,,Halte
Krian,,-7.409184,112.5874454,transportasi,,,,stop,stop_position,,,,,,Halte
Boharan,,-7.3875702,112.6200861,transportasi,,,,stop,stop_position,,,,,,Halte
Kedinding,,-7.4381246,112.5511108,transportasi,,,,stop,stop_position,,,,,,Halte
Tarik,,-7.4593607,112.5189156,transportasi,,,,stop,stop_position,,,,,,Halte
Sepanjang,,-7.3474873,112.6971555,transportasi,,,,stop,stop_position,,,,,,Halte
Sepanjang,,-7.3464149,112.6995429,transportasi,,,,stop,stop_position,,,,,,Halte
Sepanjang,,-7.3469403,112.6983661,transportasi,,,,station,station,,,,,,Stasiun
Gedangan,,-7.3883701,112.7286838,transportasi,,,,stop,stop_position,,,,,,Halte
Gedangan,,-7.3892886,112.7285903,transportasi,,,,stop,stop_position,,,,,,Halte
Waru,,-7.3530692,112.7293842,transportasi,,,,stop,stop_position,,,,,,Halte
Waru,,-7.3521359,112.7294464,transportasi,,,,stop,stop_position,,,,,,Halte
Sidoarjo,,-7.4575927,112.7125846,transportasi,,,,stop,stop_position,,,,,,Halte
Tarik,,-7.4595314,112.5209453,transportasi,,,,stop,stop_position,,,,,,Halte
Tarik,,-7.4595166,112.5183025,transportasi,,,,stop,stop_position,,,,,,Halte
Tarik,,-7.4596194,112.5193241,transportasi,,,,stop,stop_position,,,,,,Halte
Kumendung,,-7.3703701,112.6528563,transportasi,,,,,station,,,,,,Lainnya
Tanggulangin,,-7.5068966,112.708077,transportasi,,,,station,station,,,,,,Stasiun
Porong,,-7.5383909,112.7017616,transportasi,,,,station,station,,,,,,Stasiun
Tulangan,,-7.4655979,112.6515694,transportasi,,,,stop,stop_position,,,,,,Halte
Tulangan,,-7.4655477,112.6505283,transportasi,,,,stop,stop_position,,,,,,Halte
Waru,,-7.352132,112.7293886,transportasi,,,,stop,stop_position,,,,,,Halte
Sidoarjo,,-7.4557733,112.7126874,transportasi,,,,stop,stop_position,,,,,,Halte
Sidoarjo,,-7.4576087,112.712672,transportasi,,,,stop,stop_position,,,,,,Halte
Tanggulangin,,-7.5073255,112.7080412,transportasi,,,,stop,stop_position,,,,,,Halte
Porong,,-7.5380209,112.7018369,transportasi,,,,stop,stop_position,,,,,,Halte
Porong,,-7.5387266,112.701639,transportasi,,,,stop,stop_position,,,,,,Halte
Redbus lounge,bus_station,-7.3521424,112.7165982,transportasi,,,,,,,,,,,Terminal
Terminal Purabaya,bus_station,-7.350865967766708,112.7247166524244,transportasi,,,,,station,,,,,,Terminal
Indomaret,,-7.3648783,112.7338581,belanja,,,,,,convenience,,,,,Minimarket
Alfamart,,-7.3648623,112.7336891,belanja,,,,,,convenience,,,,,Minimarket
Hero Sidoarjo,,-7.4493933,112.7049174,belanja,,,,,,supermarket,,,,,Supermarket
Alfa Mart,,-7.388149,112.7208325,belanja,,,,,,convenience,,,,,Minimarket
Indomaret,,-7.3884657,112.7180985,belanja,,,,,,convenience,,,,,Minimarket
Alfamart,,-7.5362863,112.7003907,belanja,,,,,,convenience,,,,,Minimarket
Indomaret,,-7.5412661,112.6989488,belanja,,,,,,convenience,,,,,Minimarket
Indomaret,,-7.5413923,112.6990033,belanja,,,,,,convenience,,,,,Minimarket
